pair_id	han_sentence	viet_sentence
HVB_001_0836	兵器止有弓弩、木牌、梭枪，弱不堪用。	Các đồ binh-khi chỉ có cung, nõ, gươm giáo, tầm-gỗ, ... yếu ớt không dùng gì được.
HVB_001_0837	凡官属善其事者，擢居亲近左右。	Bọn quan thuộc hễ ai thạo việc, thì chọn vào ở thân-cận
HVB_001_0838	小有过则捶而黜之，怒息乃召复其位。	ai phạm chút lỗi gì, thì đánh đuổi đi, khi hết giận, thì cho khôi phục chức cũ.
HVB_001_0839	有木塔，其制朴陋。	Chỗ Hoàn ở có một tháp bằng gỗ, hình thức vụng về quê kịch
HVB_001_0840	一日请镐同登，相顾而言曰：朝廷有此塔乎。	"có một hôm, mời tôi cùng lên, nhìn tôi mà hỏi: ""Ở triều đình Trung-Quốc, có tháp như thế nầy không?""."
HVB_001_0841	地无寒暑，十二月犹夹衣挥扇云。	Xứ ấy không có khí lạnh, tháng chạp cũng mặc áo cánh và dùng quạt.
HVB_001_0842	王世则，淳化四年，以度支判官、国子博士，偕殿中御书院祗候李居简充安南官告使。	Vương-Thế-Tắc: Trong năm Thuần-Hoá thứ 4 (993), Tắc đương làm Độ-Chi-Phán-Quan Quốc Tử Bác-sĩ, cùng với Điện-Trung Ngự-Thư-Viên-Chi-Hậu là Lý-Cư-Giản sung làm An-nam Quan-Cáo-Sứ.
HVB_001_0843	李建中，至道初，交址犯边，太宗命广西转运使陈尧叟赐黎桓诏书，乃遣康尉李建中赍诏往谕。	Lý-Kiến-Trung: Trong đầu hiệu Chí-Đạo (995), nhân quân Giao-Chỉ xâm phạm biên giới Trung-Quốc, vua Thái-Tông sai Quảng-Tây Chuyển-Vận-Sứ là Trần-Nghiêu-Tẩu đem tờ chiếu-thư ban cho Lê-Hoàn và khiến Hải-Khang-Uý là Lý-Kiến-Trung đem tờ chiếu cùng đi qua dụ Giao-Chỉ.
HVB_001_0844	章频，宋广西转运使也。	Chương-Tần: Chuyển-vận sứ tỉnh Quảng-Tây.
HVB_001_0845	天圣六年，交址郡王李公蕴薨，仁宗命频为吊祭使。	Trong năm Thiên-Thánh thứ 6 (1028), Giao-Chỉ quận-vương Lý-Công-Uẩn mất, Nhân-Tông sai Chương-Tần làm điều-tế-sứ qua Giao-Chỉ.
HVB_001_0846	刘丙，景定间为武节郎、东南第十二上将、静海驻扎。	Lưu-Bính: Trong niên-hiệu Cảnh-Định (1260-1264), làm quan Võ-Tiết-Lang-Đông-Nam đệ-thập nhị chánh-tướng Tịnh-hải trú-trát.
HVB_001_0847	时安南陈王遣贡，理宗回赐礼物并奬谕诏，即命广西经略使赐之，因遣丙赍诏入安南谕旨。	Lúc ấy, vua An-nam nhà Trần khiến sứ cống hiến, nên vua Lý-Tông ban những lễ-vật đáp lễ và hạ chiếu dụ khen ngợi, do Quảng-Tây Kinh-Lược-Sứ chuyển đạt, nhân đó khiến Bính đem tờ chiếu qua để dụ chỉ.
HVB_001_0848	征讨运饷大元睿宗皇帝癸丑岁，世祖皇帝即位，平云南，留大帅乌兰哈达经略。	Đời Hiến-Tông Hoàng-đế, năm Canh-Thân (1260), Thế-Tổ lên ngôi, bàn luận việc đánh giặc Vân-Nam, để Thái-Soái là Ngột-Lương-Hiệp-Giải đi kinh lược.
HVB_001_0849	丁巳冬，命大帅统师自云南途经安南边邑，欲出邕桂，会大兵于鄂以征宋。	Mùa đông năm Đinh-Tỵ (1257) khiến Thái-Soái suất quân từ đường Vân-Nam qua đến biên-giới An-nam, muốn ra châu Ung và châu Quế, họp đại binh tại châu Ngạc để đánh nhà Tống.
HVB_001_0850	十二月，师赐弩原。	Tháng 12, đại quân đóng tại Nổ-Nguyên
HVB_001_0851	国主陈王遣士卒乘象迎敌。	vua Trần sai quân lính cởi voi ra nghênh-chiến.
HVB_001_0852	时太师子阿珠年十八，率善射者射其象，象惊奔，反蹂其众，大溃。	Lúc ấy có người con Thái-Soái tên là A-Truật, mới 18 tuổi, suất lính bắn giỏi ra bắn voi, voi kinh hoảng bỏ chạy, quay lại chà đạp quân lính, khiến cho quân nhà Trần tan rã.
HVB_001_0853	翌日，陈王断扶卤桥，对岸而阵。	Đến sáng ngày mai, vua Trần cắt đứt cầu Phù-Lỗ, rồi thiết trận tại một bên bờ sông.
HVB_001_0854	师欲济，未测浅深，乃沿江仰空射之，验箭堕水而不浮者，知为浅处，即以骑兵济。	Quân Nguyên muốn lội qua sông, nhưng không biết sâu cạn, mới đi dọc theo bờ sông mà bắn tên lên trời, tên rơi cắm xuống nước mà không nổi lên, biết là chỗ ấy cạn, bèn sai kỵ-binh qua sông
HVB_001_0855	马跃登岸，翌日击安南兵溃。	ngựa nhảy lên đất, đánh tan rã cánh quân An-nam
HVB_001_0856	大军继杀万人，斩其宗子富良侯。	tiếp đó, đại quân giết hàng muôn người, chém tôn-tử An-nam là Phú-Lương-Hầu
HVB_001_0857	陈王乃降，于是班师。	vua Trần bèn chịu hàng, rồi quan-quân lui về.
HVB_001_0858	明年春，陈王上表纳款臣附，遣使贡方物。	Mùa xuân năm sau, vua Trần dâng tờ biểu xin làm tôi và cống hiến lễ-vật.
HVB_001_0859	中统三年，制封陈为安南王。	Năm Trung-Thống thứ 3 (1262), Thế-Tổ ra lời Chế phong cho Trần-Nhật-Cảnh làm An-nam quốc vương.
HVB_001_0860	至元间，累征入见，以疾不朝。	Trong niên hiệu Chí-nguyên (1264-1294), mấy lần Thế-Tổ cho mời vua Trần vào chầu mà vua Trần cứ thác bệnh không đi
HVB_001_0861	丁丑年薨，世子陈立，上遣使召，每辞以疾。	đến năm Đinh-Sửu (1277), thì mất. Thế-Tử Trần-Nhật-Huyến kế lập, Thế-Tổ sai sứ qua mời, lại thác cớ bị đau.
HVB_001_0862	至元壬午，右丞索多、左丞刘政、阿里用兵占城，朝廷遣使谕安南假道助军粮，世子不听。	Đến năm Nhâm-Ngọ hiệu Chí-Nguyên (1282), quan Hữu-Thừa là Toa-Đô, quan Tả-Thừa là Lưu-Thâm, quan Tham-Chính là A-Lý, dụng binh tại Chiêm-Thành, triều đình sai sứ qua dụ nước An-nam cho mượn đường và giúp quân lương, vua Trần không chịu.
HVB_001_0863	至元甲申冬，复命镇南王托欢、平章阿里哈雅等进兵助占城役。	Qua mùa đông năm Giáp-Thân, hiệu Chí-Nguyên (1284), lại sai Trấn-Nam-Vương Thoát-Hoan và Bình-Chương A-Lý-Hải-Nha, đem binh giúp trận ở Chiêm-Thành.
HVB_001_0864	十二月二十日甲子，师次安南界，分道。	Ngày 21 tháng 12, ngày Giáp-Tý, quân lính đình trú tại biên-giới An-nam, chia đường đi
HVB_001_0865	万户李罗哈达尔、招讨阿尔善西由丘温县进，集赛萨喇勒、万户李邦宪东由急岭进，王大兵继之。	Vạn-Hộ Lý-La-Hiệp-Đáp-Nhi, Chiêu-Thảo A-Thâm phía Tây do huyện Khâu-Ôn mà tiến; Khiếp-tiết-Sát-Lược-Nhi, Vạn-Hộ Lý-Bang-Hiến phía đông do Cấp-Lãnh mà tiến; rồi đại binh của Trấn-Nam-Vương kế tiếp tới sau.
HVB_001_0866	东兵破可利隘、婴儿关，获间牒人杜伟等斩之。	Quân đường đông thì phá ải Khả-Lợi và ải Anh-Nhi, bắt được gián điệp là bọn Đỗ-Vỹ đem chém.
HVB_001_0867	其宗长兴道王陈峻守内傍关。	Còn tôn-trưởng nhà Trần là Hưng-Đạo-Vương Trần-Tuấn thì giữ ải Nội-Bàng.
HVB_001_0868	二十七日庚子，大军击破，退守谅江州，又败走，获船数十艘。	Ngày 27, ngày Canh-Ngọ, đại quân tới đánh phá, Hưng-Đạo-Vương rút lui giữ châu Lượng-Giang, thua chạy, quân Nguyên bắt được thuyền bè vài mươi chiếc.
HVB_001_0869	西兵破之陵隘，即老鼠关。	Quân đường tây phá ải Chi-Lăng, tức Lão-Thử-Quan.
HVB_001_0870	至元乙丑正月九日壬午，世子自将十万众大战于排滩，元帅乌玛喇、招讨诺海、镇抚孙休德以所获船破之。	Năm Ất-Dậu, Chí-Nguyên (1285), mồng chín tháng giêng ngày nhâm-ngọ, Thế-Tử (vua Trần), tự làm tướng đem mười vạn quân đánh một trận lớn nơi sông Bài-Than, nguyên-soái Ô-Mã-Nhi, Chiêu-Thảo Nạp-Hải, Trấn-Vũ Tống-Lâm-Đức, dùng những thuyền đã bắt được để đánh phá quân nhà Trần.
HVB_001_0871	十三日丙戌，世子守泸江，又溃走。	Ngày 13 Bính-Tuất, Thế-Tử giữ sông Lư-Giang lại tan rã bỏ chạy.
HVB_001_0872	镇南王渡江，宴其宫庭，献俘受馘。	Trấn-Nam-Vương qua sông mở tiệc tại cung-đình An-nam, các tướng người thì hiến tù-binh, kẻ thì dâng đầu người đã chém được.
HVB_001_0873	二十一日壬辰，破天汉隘，斩其将保义侯。	Ngày 21, Nhâm-Thìn, quân nhà Nguyên phá ải Thiên-Hán, chém được tướng là Bảo-Nghĩa-Hầu
HVB_001_0874	世子退守海市隘，筑垾木截江，南战官兵上下交射，众大溃。	Thế-Tử lui giữ ải Hải-Thị, làm cừ tại phía tây bờ sông, để chống giữ, quân nhà Nguyên từ trên và dưới bờ sông bắn tên vào, khiến cho quân lính tan hết.
HVB_001_0875	时大王峻竒、右丞索多、左丞唐古戴、参政赫德奉旨由占城进兵，入布政府，攻其后。	Lúc đó, đại-vương Giảo-Kỳ, Hữu-Thừa Toa-Đô, Tã-Thừa Đường-Cổ-Đái, Chính-Hắc-Đích, vâng lời chiếu chỉ, do Chiêm-Thành kéo quân tới, vào phủ Bố-Chính, đánh mặt sau.
HVB_001_0876	世子遣弟昭文王陈遹、侯郑廷瓉拒于乂安，败走。	Thế-Tử sai em là Chiêu-Văn-Vương Trần-Duật-Hầu, Trịnh-Đình-Toản chống cự ở Nghệ-An, nhưng bị thua chạy.
HVB_001_0877	世子势急，遣兄子张宪侯陈键迎战于清化，持久力弱无援。	Thế-Tử, thế đã nguy cấp, sai con người anh là Chương-Hiến-Hầu Trần-Kiện nghênh-chiến tại Thanh-Hoá, dằng dai lâu ngày rồi sức yếu, lại không có quân tiếp-viện
HVB_001_0878	张宪遂与崱等以其兵降。	Chương-Hiến-Hầu bèn cùng bọn Lê-Tắc kéo quân đầu hàng.
HVB_001_0879	二月二日乙巳，峻竒率骑兵涉卫布泾口，破彼众，杀其将丁奢、阮漆桶。	Ngày Ất-Tỵ mồng 2 tháng 2, Giảo-Kỳ đem quân kỵ-binh lội qua sông Vệ-Bố, phá quân nhà Trần, giết được hai tướng Đinh-Xa và Nguyễn-Tất-Dũng.
HVB_001_0880	三日丁巳，镇南王破世子兵于大黄江，其宗子文义侯陈季峻以全家降。	Ngày Đinh-Tỵ mồng 3, Trấn-Nam-Vương đánh phá quân vua Trần tại sông Đại-Hoàng. Tôn-Tử là Văn-Nghĩa-Hầu Trần-Tú-Tuấn suất cả nhà ra đầu hàng.
HVB_001_0881	六日己酉，峻竒率张宪等破国弟大师陈启兵于富津渡，斩首千级。	Ngày Kỷ-Dậu mồng 6, Giảo-Kỳ suất bọn Chương-Hiến-Hầu đánh phá quân của người em Thế-Tử là Thái-Soái Trần-Khải tại bến đò Phú-Tân, chém ngàn người
HVB_001_0882	世子惧，遣宗人忠宪侯陈阳请和，继遣近侍官陶坚奉国妹南王乞解。	Vua Trần sợ, khiến người trong họ là Trung-Hiếu-Hầu Trần-Dương xin hoà. Lại sai kẻ cận-thị là Đào-Kiên đưa bà chúa em vua cho Trấn-Nam-Vương xin hoà giải.
HVB_001_0883	艾千户往谕，既欲请和，曷不躬自来议。	Nhà Nguyên khiến Ngại-Thiên-Hộ qua tuyên lời dụ nói: đã muốn xin hoà, sao không thân-hành tới mà bàn luận.
HVB_001_0884	世子不听。	Thế-Tử không nghe.
HVB_001_0885	三月九日壬午，峻竒、唐古戴舟师入海，围世子于三峙，几获之。	Ngày Nhâm-Ngọ mồng 9 tháng 3, Giảo-Cơ và Đường-Cổ-Đái đem thuỷ-quân ra biển vây Thế-Tử ở Tam-Tri, gần bắt được
HVB_001_0886	劲率阮强等与世子免，获其金帛子女。	nhưng nhờ bọn Nguyễn Cường phò vua Trần thoát khỏi. Quan-quân thu được vàng bạc, tơ lụa, đàn ông và đàn bà rất nhiều.
HVB_001_0887	十五日戊子，国弟昭国王陈益稷率其属来附。	Ngày 15 Mậu-Tý, em Thế-Tử là Chiêu-Quốc-Vương Trần-Ích-Tắc suất cả môn thuộc nội-phụ.
HVB_001_0888	索多复入清化，招来附者。	Toa-Đô lại vào Thanh-Hoá để khuyến dụ người quy thuận.
HVB_001_0889	夏四月，安南乘势攻复罗城。	Trong tháng 4, mùa hạ, An-nam thừa cơ quân ta đề phòng chỉnh mãng, đánh lấy lại La-Thành.
HVB_001_0890	五月五日丁丑，峻竒与万户囊弩伏兵其宫击散，乃渡泸江，会镇南王。	Ngày Đinh-Sửu mồng 5 tháng 5, Giảo-Kỳ cùng Vạn-Hộ phục binh đánh vào cung điện vua Trần, đánh tan rồi, đến sông Lư-Giang hội họp với Trấn-Nam-Vương.
HVB_001_0891	翌日班师，安南兵追至南栅江，右丞李恒殿击退之，斩兴道王义勇陈绍。	Ngày sau, kéo quân về. Quân An-Nam đuổi theo tới sông Nam-Sách, quan Hữu-Thừa là Lý-Hằng đánh lui được, chém tên nghĩa-dũng, quan hầu của Hưng-Đạo-Vương, là Trần-Thiệu.
HVB_001_0892	时索多闻大兵既还，始自清化回军，沿途日夜与彼战，擒其将陈佗之、阮盛等。	Khi ấy Toa-Đô nghe đại-binh đã kéo về, mới từ Thanh-Hoá lui quân, dọc đường ngày đêm không nghỉ và phải đánh cùng quân An-nam, bắt được mấy tướng là Trần-Đà-Phạp và Nguyễn-Thạnh.
HVB_001_0893	至拜星，索多部将礼脚张叛，率彼众与我战，索多跃马堕水死，军遂陷。	Đến đất Bái-Khanh, tướng của Toa-Đô là Lễ-cước-Trương làm phản, suất quân An-nam đánh với quân Nguyên, Toa-Đô nhảy ngựa rơi xuống nước chết đuối, quân lính bị tan rã
HVB_001_0894	惟乌玛喇、万户刘圭以轻舟脱，独小李战拒单舸于后，战不胜，自刎。	duy Ô-Mã-Nhi và Vạn-Hộ Lưu-Khuê, đi thuyền nhỏ trốn thoát, chỉ Tiểu-Lý đi chiếc thuyền cô-đơn mà đánh theo sau, bị thua rồi tự đâm họng
HVB_001_0895	世子义令人救治而厚遇之。	Thế-Tử cảm trung-nghĩa của y, sai người cứu sống và đãi đằng tử-tế.
HVB_001_0896	是冬，内附陈益稷等驿至京师拜觐。	Mùa đông năm ấy, những người nội-phụ là bọn Trần-Ích-Tắc đi trạm tới Kinh-sư vào chầu.
HVB_001_0897	至元丙戌春三月，制封陈益稷为安南国王，陈秀峻为辅义公，同附官吏授爵有差。	Trong tháng 3 năm Bính-Tuất, hiệu Chí-Nguyên, (1286), Thế-Tổ ra lời Chế phong cho Trần-Ích-Tắc làm An-nam Quốc-vương, Trần-Tú-Tuấn làm Phụ-Nghĩa-Công, các quan đồng thời quy thuận, đều được chức tước có cấp bậc.
HVB_001_0898	至元丁亥，朝廷复兴师，送安南国王就国。	Năm Đinh-Hợi, hiệu Chí-Nguyên (1287), triều đình lại dấy binh đưa An-nam quốc-vương về nước.
HVB_001_0899	上命平章鄂罗齐等将江淮、湖广、云南四省蒙古汉军、广西峒兵、海南黎兵、海道运粮万户张文虎等十万师，受镇南王节制。	Hoàng-Thượng sai Bình-Chương Áo-Lỗ-Xích đem Mông-Cổ và Hán quân của bốn tỉnh Giang-Hoài, Giang-Tây, Hồ-Quảng và Vân-Nam, động-binh của Quảng-Tây, lê-binh của Hải-Nam do đường bể vận lương; bọn Vạn-Hộ Trương-Vằn-Hổ suất mười vạn quân, theo mệnh-lệnh của Trấn-Nam-Vương.
HVB_001_0900	冬九月，师兴自鄂。	Tháng 9 mùa đông khởi binh từ châu Ngạc.
HVB_001_0901	十月二十八日己酉，至来宾，分道。	Ngày Ất-Dậu, 28 tháng 10, đến huyện Lai-Tân, chia đường tiến quân
HVB_001_0902	参政乌玛喇、樊楫率万八千人马未及，张玉、刘圭等统兵数万，战船五百，运船七十艘，由钦州进。	Tham-Chính Ô-Mã-Nhi cùng Phàn-Tiếp suất quân 18.000 người; bọn Ô-Vị, Trương-Ngọc và Lưu-Khuê cầm quân vài ba vạn, chiến thuyền 500 chiếc, thuyền chở đồ 70 chiếc, bắt đầu từ Khâm-Châu mà tiến.
HVB_001_0903	十一月十一日戊戌，舟师先进，经万宁禄水口。	Ngày 11 tháng 11 Mậu-Tuất, thuỷ quân tiến trước qua cửa sông Vạn-Ninh.
HVB_001_0904	彼将仁德侯陈椰伏兵浪山，将断我后，觉之，即夜围山，乘月击走，弱者死者众，擒数百人，获船数十艘。	Tướng An-nam là Nhân-Đức-Hầu Trần-Da phục binh tại Lãng-Sơn toan đánh đứt mặt sau quân ta, quân ta dò biết, trong lúc ban đêm vây núi Lãng-Sơn, sáng ngày sau, đánh đuổi đi, quân Nam chết đuối vài trăm người, bắt được ghe thuyền vài mươi chiếc
HVB_001_0905	乌玛喇乘胜前驱，不顾粮船居后失援，粮陷。	Ô-Mã-Nhi thừa thắng tiến quân, không nghĩ tới thuyền lương thực ở sau, không có viện binh, khiến cho bao nhiêu lương thực chìm sạch.
HVB_001_0906	二十三日庚戌，陆师至禄州，分道。	Ngày 23 Canh-Tuất, quân bộ tới đất Lộc-Châu, chia đường tiến tới
HVB_001_0907	右丞程鹏、参政博罗岱尔由支陵隘，王大军由可利隘。	Hữu-Thừa Trình-Bằng, Tham-Chính Sách-La-Đáp-Nhi, do cửa Ải Chi-Lăng; đại quân của Trấn-Nam-Vương do cửa ải Khả-Lợi
HVB_001_0908	右丞阿巴齐先锋并进，右丞鄂罗齐自云南进兵至三大江，与弟陈遹战，擒其将何映、黎石。	Hữu-Thừa A-Bát-Xích làm tiên phong, đồng thời tiến quân; Hữu-Thừa Ái-Lỗ cũng từ tỉnh Vân-Nam tiến quân đến chỗ Tam-đại-giang, cùng người em Thế-Tử là Trần-Duật giao-chiến, bắt được hai tướng Hà-Ánh và Lê-Thạch.
HVB_001_0909	十二月三日己未，陆师才至屯四十里，王以粮陷，令乌玛喇督其兵掠南安粮饷之。	Ngày mồng 3 tháng 12, Kỷ-Vỵ, lục-quân mới tiến tới Tứ-Thập-Nguyên, Trấn-Nam-Vương nhân vì bị mất lương-thực, khiến Ô-Mã-Nhi đốc quân đi cướp lương hướng của quân An-nam.
HVB_001_0910	右丞程鹏、左丞阿里刘江筑木城于普赖至灵二山，储粮赡兵。	Hữu-Thừa Trình-Bằng, Tả-Thừa A-Lý và Lưu-Giang đắp thành gỗ ở trên hai núi Phổ-Lại và Chí-Linh để chứa lương-thực nuôi quân lính.
HVB_001_0911	二十三日乙卯，王又分兵进击。	Ngày 23 Kỷ-Mão, Trấn-Nam-Vương lại chia quân tiến công
HVB_001_0912	樊参政舟师随王抵北江，被塞江口，伏兵叶林击走之，舟师出泸江，世子兵溃。	quân thuỷ của Phàn-Tham-Chính đi theo Trấn-Nam-Vương tới Bắc-Giang, quân An-nam lấp cửa sông, phục binh nơi rừng lá đánh đuổi chạy, rồi binh thuyền kéo ra sông Lư-Giang, quân Thế-Tử bị tan rã.
HVB_001_0913	时省都事侯师达、万户侯名未详、焦千户等以各翼馀兵仅五千，偕崱自思明续进。	Lúc đó, Tỉnh-Đô-Sự Hầu Sư-Đạt, Vạn-Hộ-Hầu (không rõ tên) và Tiên-Thiên-Hộ, góp những quân còn sót lại ở các cánh, chỉ có 5.000 người, cùng Lê-Tắc từ huyện Tư-Minh, tiếp tục đi tới
HVB_001_0914	二十八日甲申，入内傍关，与彼兵竟日夜战，力屈宵溃。	ngày 28, Giáp-Thân vào ải Nội-Bàng, đánh với quân Nam suốt cả ngày đêm, quân ta kiệt sức bị thua
HVB_001_0915	侯都等死，崱诣旧路引万户千户与安南国王男陈昱、佥事阮领府判黎晏等率馀骑死战出关免。	Hầu-Đô-Sự tử trận; Tắc thuộc đường lối dẫn Vạn-Hộ, Thiên-Hộ cùng con của An-nam quốc-vương là Trần-Dục và bọn Thiêm-Sự Nguyễn-Lãnh, Phủ-Phán Lê-Án đem kỵ-binh còn sót lại liều chết mà đánh, thoát ra khỏi cửa ải.
HVB_001_0916	二十九日乙酉，王自渡泸江，阿巴齐沿东岸破鰔于隘，世子退守海沛隘，大兵击破之。	Ngày 29, Ất-Dậu, Trấn-Nam-Vương qua Lư-Giang về hướng tây, A-Bát-Xích theo bờ phương Đông đánh phá cửa ải Hàm-Tử. Thế-Tử rút lui giữ cửa ải Hải-Thị, bị đại-binh đánh tan.
HVB_001_0917	至元戊子正月四日乙丑，王还旧屯。	Ngày Kỷ-Sửu mồng 4 tháng giêng năm Mậu-Tý hiệu Chí-Nguyên (1288) Trấn-Nam-Vương về đồn cũ
HVB_001_0918	乌玛喇由海道出迎，张文虎续进粮艘。	Ô-Mã-Nhi do đường biển ra rước, Trương-Văn-Hổ đem thuyền lương thực tiếp tục tiến qua.
HVB_001_0919	十一日丙申，与彼战于多鱼口，潮落而散。	Ngày 11, Bính-Tý, cùng quân Nam đánh tại cửa sông Đa-Ngư, nhân thuỷ-triều xuống rồi tan.
HVB_001_0920	张文虎先遇敌于安邦口，粮陷，乘单舸走还钦州。	Trương-Văn-Hổ gặp quân địch tại cửa sông An-Bang, bị chìm thuyền mất lương-thực, rồi đi chiếc ghe nhỏ, chạy về Khâm-Châu.
HVB_001_0921	二月，世子遣从兄兴国王陈嵩屡来约降，故老我师夜乃遣其敌死者刼诸营。	Qua tháng 2, Thế-Tử khiến anh họ là Hưng-Ninh-Vương Trần-tung nhiều lần tới xin đầu hàng, có ý làm cho quân ta mệt mõi rồi ban đêm cho quân cảm-tử tới quấy rối các đồn
HVB_001_0922	王恐，命万户解震樊城左右谏止。	Trấn-Nam-Vương tức giận, sai Vạn-Hộ là Giải-Chân đốt thành, những người chung quanh can ngăn lại.
HVB_001_0923	神弩总管贾若愚献言曰：师可还不可守。	"Thần-Nỗ-Tổng-Quản Giả-Nhược-Ngụ hiến kế rằng: ""nên đem quân về, không nên ở lại giữ""."
HVB_001_0924	王亦曰：地热水湿，粮匮兵疲。	"Trấn-Nam-Vương cũng nói: ""Xứ đất nóng nực, ẩm-ướt, lương-phạn thiếu, quân lính mệt mỏi"""
HVB_001_0925	遂班师。	bèn kéo quân về.
HVB_001_0926	水道将校告曰：粮艘两入俱陷，不若毁舟从陆为上计。	"Các tướng thuỷ-lộ cáo rằng: ""Hai lần thuyền vận-tải tới mà đều bị chìm, bây giờ kéo quân về, không chi bằng phá huỷ hết thuyền bè, theo đường bộ là tiện hơn cả""."
HVB_001_0927	王欲听，左右阻之。	Trấn-Nam-Vương muốn nghe theo, nhưng bọn tuỳ-thuộc cản lại.
HVB_001_0928	三月三日丁亥，右丞程鹏、佥省托摩率骑兵逆舟师，过东湖市，阻水，乃还。	Ngày 3 tháng 3, Đinh-Hợi, Hữu-Thừa Trình-Băng, Thiêm-Tỉnh Đạt-Mộc, suất quân kỵ-mã đón rước quân thuỷ, qua chợ Đông-Hồ, bị sông ngăn trở phải đi về đường cũ
HVB_001_0929	故桥梁皆为彼断以俟我战。	nhưng cầu, cống đều bị quân An-nam cắt đứt để chờ đánh quân ta.
HVB_001_0930	程右丞即询所获乡老，夜引从他道地。	Trình-Hữu-Thừa hỏi những phụ-lão do quân ta bắt giữ, rồi đêm lại theo con đường khác mà đi
HVB_001_0931	及大军出内傍关，彼又伏兵攻断我师。	theo kịp đại quân ra khỏi cửa Nội-Bàng. Quân Nam lại phục binh đánh cắt đứt mặt sau quân ta
HVB_001_0932	万户达喇齐、刘世美击走，擒其将范寿、阮骑斩之。	Vạn-Hộ Đáp-thứ-Xích, Lưu-Thế-Anh đánh đuổi đi, bắt được các tướng là Phạm-Trù và Nguyễn-Kỵ đem chém.
HVB_001_0933	七日辛卯，舟师至竹洞，彼兵追战，刘圭击退，获二十艘。	Ngày 7 Tân-Mão, thuỷ quân tới Trúc-Đông, quân An-nam tới đánh, bị Lưu-Khuê đánh lui, bắt được 20 chiếc thuyền
HVB_001_0934	乌玛喇不由海还，却由白藤江遇敌。	Ô-Mã-Nhi không đi đường biển về, trái lại, do sông Bạch-Đằng mà di, gặp quân địch
HVB_001_0935	乌玛喇自领精兵逆战，樊参政获峯为应，潮退军陷。	Ô-Mã-Nhi tự lãnh quân lính tải lương thực nghênh-chiến, Phàn-Tham-Chính, Hoạch-Phong ứng tiếp, vừa thuỷ triều xuống, quân bị hãm.
HVB_001_0936	王闻彼兵掘陷马阱，守女儿关，遣思明州牧黄坚引由他道径至禄州，全师还。	Trấn-Nam-Vương nghe quân An-nam đào hầm sỉa ngựa mà giữ ải Nữ-Nhi, bèn khiến quan châu Tư-Minh là Hoàng-Kiên, dẫn đi đường khác, thẳng tới Lộc-Xuyên, toàn quân được về.
HVB_001_0937	至元庚寅，世子薨，子陈立。	Năm Canh-Danh hiệu Chí-Nguyên (1290) Thế-Tử mất, con là Trần-Nhật-Tốn kế lập.
HVB_001_0938	至元癸巳，遣相陶子竒来贡。	Qua năm Quý-Tỵ hiệu Chí-Nguyên (1293) sai sứ-thần là Đào-Tử-Kỳ tới dâng lễ cống hiến
HVB_001_0939	上以终不入朝，遂拘留子竒于江陵。	Hoàng-Thượng lấy cớ qua vời nhiều lần mà không đến chầu, bèn giữ Tử-Kỳ ở đất Giang-Lăng
HVB_001_0940	立孤安南省，命刘国杰与诸侯王伊尔吉达等帅师同征安南。	lập An-nam Hành-Tỉnh, sai Lưu-Quốc-Kiệt cùng chư-hầu Vương-Nhĩ-Cát-Đạt, v.v... kéo quân qua đánh
HVB_001_0941	是冬屯静江。	Mùa đông năm ấy, trú binh tại Tịnh-Giang
HVB_001_0942	明年秋进讨。	chờ mùa thu sang năm tiến phạt.
HVB_001_0943	至元甲午春正月，上崩。	Tháng giêng mùa xuân năm Giáp-Ngọ, Chí-Nguyên (1294), vua Thế-Tổ băng
HVB_001_0944	成宗皇帝即位，诏罢兵，赦安南罪，放陪臣陶子竒归国。	Thành-Tông Hoàng-đế lên ngôi, xuống chiếu bãi binh, tha tội An-nam và thả sứ-thần là Đào-Tử-Kỳ về nước.
HVB_001_0945	陈上表称贺，遣使谢罪，永为藩臣，奉贡职如故。	Vua Trần-Nhật-Tốn dâng tờ biểu chúc mừng, sai sứ qua tạ tội, xin vĩnh-viễn làm chư hầu và chiếu lệ thường năm cống hiến.
HVB_001_0946	前朝征讨秦始皇三十三年，发诸道逋赘壻贾人为兵，使尉屠雎将楼船之士，使监禄凿渠运粮，深入越地，略取陆梁，为桂林、南海、象郡，以谪迁五十万人戍岭。	Năm thứ 33 đời vua Thuỷ-Hoàng (214 trước công-nguyên) nhà Tần ra lệnh các quận ấp, bắt bọn dân trốn tránh, những kẻ đi ở gởi rể, những kẻ buôn bán ở trong hạt đều phải đi lính, lại sai quan Uý là Đồ-Thư đem quân lâu-thuyền, sai quan Giám tên Lộc đào sông chở lương-thực, quân Tần đi sâu vào đất Việt, xâm chiếm đất Lục-Lương, đặt làm các quận Quế-Lâm, Nam-Hải và Tượng-Quận để đày 50 vạn người đi làm lính thú ở Ngũ-Lĩnh.
HVB_001_0947	秦末，南海尉赵佗击并之，自立为王。	Đến cuối nhà Tần, quan Uý quận Nam-Hải là Triệu-Đà đánh lấy cả ba quận, rồi tự lập làm vua.
HVB_001_0948	汉高祖因封佗为安南越王。	Cao-Tổ nhà Hán nhân dịp phong Triệu-Đà làm Nam-Việt-Vương.
